airline,overall,author,review_date,customer_review,table
Southwest Airlines,10,C Weiner,22nd October 2014,My husband and I both fly frequently between Ohio and New York and Florida so this review is based on many flights. Southwest has become my preferred airline. As a senior checking my bags for free means I don't have to lift a bag overhead that is getting increasingly difficult. No change fee means I don't have to buy insurance. The staff are wonderful boarding is done in an efficient way and you can get a convenient and moderately priced flight without having to fly at 5.30am. Would only use another when I have to match a specific time frame that is not available.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,8,Mike Jacksic,20th October 2014,I love flying Southwest but the reason why I fly other airlines is do to the very slow baggage claim at Love Field. I took a flight from Cleveland to Love Field #4221 October 11 2014. It took one hour from the time our flight landed until the bags were delivered. One hour I could not believe it. They build that nice building but have no way of telling passages which of the four baggage carousels your bags will be delivered on so people scurry from one to another looking. Even after the bags arrive the Southwest team member usually is to busy to announce baggage drop until 4 or 5 bags have arrived. You spent a lot of money to rebuild that airport you would think that you could make the bags arrive in 20 or less minutes.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,,Denise Bee,13th October 2014,My family and I traveled last spring from Akron to Tampa on Airtran / Southwest Airlines. When we arrived at the airport the flight was delayed due to mechanical failure for 2 hours. Original posted delay turned into multiple delays promised another plane which didn't show when expected. 8 hours later we were still waiting. Our patience as well as the entire waiting crowd was gone. The staff at the gate were authorized to reimburse passengers with certificate travel for the inconvenience. Ok great (we thought). I have tried to use our certificates in several different ways. 1) We had already purchased tickets for a trip later in the summer (same airline) asked if we could cancel those and use the certificates NO. 2) Asked if we could use the certificates for additional family members to travel with us NO. 3) Tried to book a flight for another trip sorry certificate seats sold out. 4) Tried to book again on a different date NO because that put us past the travel dates on the certificate. 5) Last try today and told that the certificates are expired and no longer valid. What does a person have to do to use certificate travel? Travel to destinations nobody wants to go on dates no one wants to travel? If a certificate travel is given as a gesture of good will for inconveniences endured due to airline failure shouldn't the recipient be able to use at their convenience not the airlines?,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,,Rebecca Woodard,13th October 2014,This was the first time and last time I will fly Southwest - our flight was delayed in Chicago numerous times and our flight that should have left a couple of hours after we arrived finally left about 12 hours later. At one time we were boarded and then told the pilot had worked too many hours. We were given a $200 voucher $200 cash would have better since I will never fly Southwest again I will gladly pay more with another airline.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,10,Steven Cao,13th October 2014,DCA-MDW on Oct 1 with B737-700 flight delayed 30 minutes which is fine cabin is clean and really spacious legroom even it's budget airline. I was surprised that complimentary beverages and chips were served! Complimentary movies and TV shows provided when you connected inflight wifi with own devices. Staff very helpful and friendly. Will fly with Southwest again definitely!,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,10,Ashley Eike,28th September 2014,Sep 14 on flight 648 from DEN to PHL and Sep 20 on flight 1329 from PHL to DEN. So impressed with Southwest! Just finished our fourth flight with our infant son and I'm just so thankful for the amazing crews we've dealt with each time. So understanding and accommodating. As first time parents we really appreciated the great service.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,,S Hertz,24th September 2014,"I paid for the early bird check in as I do on most of my flights. I checked in online the day before at 3.30pm which is 5 hours after I needed to if I didn't pay for the earlybird check in. When I check-in I was given A31 and A32 but didn't print my boarding pass as I didn't have access to a printer. The next morning before my flight I printed my boarding pass and was given B32 and B33. When I got to the gate I asked the front desk women at the gate what was going on. She said ""we don't guarantee what number you get."" I told her that I checked in and received A31/32 and she told me again. ""We don't guarantee the numbers."" I told her that this was a rip-off and that if I wasn't traveling with another family I probably wouldn't have made a big deal but since they also checked the same time I did and they received B28/29/30 and didn't pay for the earlybird that something was wrong. She told me that there is nothing she can do and I'd have to write Southwest for a reply. She looked things up on her computer and said that the earlybird for this flight never went through on my flight back. I will be looking for other airlines for my flights for now on.","Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,1,H Deaton,19th September 2014,"Live near BWI one of SW biggest hubs. Use SW for short non-stops but even those are becoming intolerable. Flight attendants show up after boarding time. Apparently unconcerned that delay 150 or so people so they can have 10 more minutes to do whatever. Rude instructions when boarding. Told to put my bag in bin down the aisle despite having space above my seat ""to save room for other bags"" unbelievably stupid as I have to go against traffic to retrieve bag now. They've gone from a ""cattle car"" (based on their Southwest origins) to a chicken coop. They advertise heavily ""bags fly free"" - didn't know they meant they would treat live human customers as baggage.","Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,4,B Spainhour,19th September 2014,"I was a loyal Southwest customer who hadn't flown in a while. After five flights within the same week all I can say is Southwest isn't what it used to be. For a 6'5"" 200 lb person the new seats are sheer torture. And on every flight I encountered too many passengers being crammed in to too-small planes. It's no surprise that every logistic being run on such a razor's edge makes for a stressful experience. God help you if you have to endure any connecting flights. The schedules are so tight now that they have no time to even clean the planes between boardings and there are lots of delays. What a terrible atmosphere we encountered. The staff tries their best to pretend they aren't running a grim cattle drive but no one is fooled. I guess corporate has decided to maximize volume and profits over any considerations of passenger comfort. Too bad. Southwest used to be different from the sleazy mentalities running most other airlines.","Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,5,B Davis,17th September 2014,"We have always loved Southwest Airlines. Over the years they have become our ""go to"" airlines. That's why the first time there was mechanical delay we didn't let that impact our view of the airlines. Then in the same week we had another mechanical delay. Now don't get me wrong I would much rather them find out problems while the aircraft is still on the ground! Today ( all delays have been within the same week and half) there is another mechanical delay! This makes three in a short time span. What's going on with Southwest airlines aircraft? As I said before I would rather find problems on the ground but three delays on three different aircraft's all mechanical issues is reason for concern! It turns out a mechanic accidentally opened up the bathroom sewage and it poured out into the aisle of the plane. No one is getting on that plane anytime soon!","Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,2,Scott Palmieri,17th September 2014,"I will never fly Southwest again. They claim there is no assigned seating but you can purchase ""Early Bird Check- in"" which they claim automatically checks you in 36 hours in advance instead of the usual 24 hours. So I purchased the Early Bird check in plan thinking that my whole family would be able to sit together. (Group A-so I thought). Surprise when I received my boarding passes we were in Group B which means you have less that a 50% chance of your family seating together. I called Southwest and was told that the Early Bird Check in does not guarantee anything it just gives you the best available boarding at that time Well they didn't tell me this when they took my money. So in order to ensure that my family would be together I had to spend more money and purchase First-In boarding passes (Group A) for an additional $40 per person (One way). The plane was small cramped no room to even think about being comfortable. I am an average size man (5'11 195 lbs). I can't imagine how someone bigger must have felt. Then imagine my surprise when the flight attendant announced to the final group of people boarding (Group C) to take the first available seat because they were saving the seats in the back for families so they could sit with their children. Twice I spent money to guarantee my family would sit together because they claim there is no assigned seating and now they are saving seats for families so they can sit together Are they serious!! Either you have assigned seating or you don't. Which is it? It is clear that Southwest doesn't have their act together and I believe they are not worth the hassle. I won't fly them again and certainly would not recommend them to anyone.","Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,9,Kim Frazier,14th September 2014,"I was hesitant to fly Southwest because I'd heard the ""cattle call"" remarks from others but honestly it was fine. I paid the $25 for my sister and I to do the early bird check-in which I will always do from now on. We boarded quickly and took off on time. I enjoyed sitting up front on the way to Phoenix (I'm claustrophobic so the extra room made for a more comfortable feeling overall). Coming back we were a few rows back and it was cramped for sure. That's to be expected on a smaller jet with smaller seats. For a domestic flight it's doable. What I was really impressed with was the overall attitude and presence of the crew. I have always flown Delta in the past and was surprised to see the pilots before the flight. The flight attendants were very nice. The flight back to Atlanta was interesting as there were weather issues but the pilot did a great job of navigating around and through the worst of it I believe as there was hardly any turbulence. I'll fly SW again for sure.","Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,4,E Hansen,14th September 2014,"I recently flew with Southwest. I was extremely disappointed in the dysfunctional boarding system. Although I was aware that the Southwest boarding system was different I had no idea how poorly it could work in reality. Long story short: whatever you do do not pay extra for a business select ticket. I needed to travel within the last few weeks from St Louis International airport to Washington Dulles International airport. I would have preferred a direct flight but being able to stow both carryon bags without using gate check is a big plus. In order to get a better seat on the airplane I paid the extra money for a business select ticket. This puts you near the front if not at the front of the line. Southwest seating is first come first serve. On my way to D.C. the system worked well enough although on my first flight I did not get a great seat as I was boarding in position A15. That didn't bother me much the system had worked as designed. My second flight I was first in line and pretty content with the outcome. However on one of my return flights things got extremely frustrating. The problem started when it was time to board after a layover at Midway airport in Chicago. Now I first want to say that I support the idea of allowing people who are handicapped to pre-board. But I do not support the idea of letting them take all the best seats on the plane. My ticket from Midway to St Louis had me boarding in position A1 theoretically the very first passenger to board if not for pre-boarding. There were four pre-board passengers ahead of me. When the gate agent called for pre-boarding around six more family members who were clearly strong healthy adults decided to board with them. Not acceptable. By the time I got on the plane all of the very best seats with extra leg room in the front row where taken. The four very best seats where occupied by the healthy family members who decided that they were entitled to board with their handicapped family members. Why can't Southwest declare the front row an ""exit row""? It is an exit row! That would prevent pre-boarders from sitting there. What did I pay extra for to get priority seating if Southwest is just going to give those seats away to some very dishonest people? In the end: I paid and they did not deliver. I recommend that if you choose to fly Southwest do not pay extra for the business select ticket. I personally will not be flying Southwest again under any circumstances.","Cabin Flown Business Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,1,S Shipley,6th September 2014,On-time flights don't exist. I had 2 round trip flights in 2 weeks for a total of 4 departures. All 4 were 20-30 or more minutes late. 100% failure rate for that. Your luggage flies for free but that doesn't outweigh the chronic tardiness issue. If you want in flight entertainment you must download their app but I couldn't ever get it to work. User error I'm sure. At least they provided a quarter of a soda in a cup during the flight. If you book Southwest your flight will be late. That is the Southwest guarantee.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,,Williams Anthony,28th August 2014,"Plane was supposed to depart at 10.25AM it is 11.20am now and we are still waiting to leave. No beverages have been offered and everyone on the flight is becoming frustrated. They made an announcement while I am writing this review. They said ""we are still repairing the aircraft and we will update in 15 minutes or so."" This is absolutely ridiculous. A full flight sitting in a hot plane for an hour now and we are about to take off in a plane that has just been repaired. My multiple time flying with Southwest and this will be my last.","Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,,M Lamar,28th August 2014,We are flying from Birmingham to Albany. Before deplaning we learned there is an hour delay for our 2 hour layover in Baltimore. We are not surprised as my husband had a 2 hr delay from Albany to Jackson a few days ago my sister in law had a 2 hr delay flying from DC to Panama City and we were delayed 3 hrs flying from LaGuardia in our layover in Nashville. If you want to get anywhere on time I would suggest a different airline. We have almost a full day of list time in delays and have been offered no apologies and no compensation. This is our vacation time and we work hard all year for it it is valuable family time and we've paid richly to be robbed of it. I will never fly Southwest again.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,10,Jan Reynolds,28th August 2014,My 94 year old mother-in-law and I flew Southwest from San Jose CA to Austin TX on July 29th 2014 and she flew back alone on August 16th 2014. We had outstanding service in every way before and on both flights. The folks who met us with her wheelchair were so accommodating polite and respectful. The ticket agents helped us in every way possible even when we thought we had some difficult issues. The attendants on the plane were very friendly and so kind. We and she alone on the way back could not have asked for better service. We will both definitely fly Southwest again.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,10,Laura Fox,28th August 2014,San Diego to Las Vegas 13th Aug. Las Vegas to San Francisco 15th Aug. Seeing as people seem to only write bad reviews about Southwest I decided to write a very positive review. I had 2 separate flights with Southwest in a week. Both flights were excellent. Most probably the friendliest staff and crew I have come across on any airline. The emergency demonstrations are witty and funny and do not sound like a robot that does not want to be there. They also offer free beverages and a small snack on board which is a nice gesture to get you through a short flight. There are a very efficient airline. We had no delays and baggage was returned quickly once off the aircraft. I would recommend Southwest to anyone flying within the US. They are truly cheap and cheerful.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,10,Barry Woolnough,20th August 2014,July-August 2014. Los Angeles-Midway Chigao-Louisville-Las Vegas-Los Angeles. Once again excellent airline. Cannot find anything to complain about. Staff and service fantastic. On time. Of course food and beverages you pay for but have no issue with that. 2 free checked luggage a bonus.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,10,R Gonzaga,20th August 2014,Flight 2534 BWI to Providence on 17 Aug return BOS to BWI on 19 Aug on 3059 travelling to Cape Cod. I was a little apprehensive about flying Southwest having read the reviews but I must confess I was very impressed. Boarding was carried out promptly and according to the rules of seating on both flights. Both flights left on time the flight attendants were pleasant and engaging. On the return flight the pilot met passengers at the door and shook my hand and thanked us for flying Southwest! Drink orders were processed promptly and small snacks were handed out. The return flight had in flight wifi with TV and movies on demand. All in all it was value for money and when I am back in the US I would use them again without a doubt.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,2,R Rich,20th August 2014,August 16 flight 74 Indianapolis to Orlando. In great contrast to our August 11 trip from Orlando to Indianapolis (Flt 4453) that provided the usual friendly service from Southwest attendants our experience today was the exact opposite. Upon boarding our experience was very positive with the attendant who seated us and helped with storing our carry-ons. We never saw that person again since she must have been working the back of the plane. The attendants in the front of the plane (a male and female) did their job and that was about it - bare minimum. From the outset when we boarded they seemed to lack interest were detached and somewhat edgy. I noted the male attendant was unnecessary rude to two male passengers when he could have been much more polite in both verbal exchanges that I overheard.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,9,B Maughan,20th August 2014,My wife and I are from Australia but when we come to the States we try to fly Southwest whenever practical because they deserve the business due to their fair business practices and good service. We've always appreciated that they don't charge for luggage and that a person can change flights without any charge. We flew them a number of times last month and I can say only good things about them. We will continue to support them in the future when we come to the States and I wish they operated here in Australia.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,10,Phil McConnell,15th August 2014,LAX-MKE-SEA. For me Southwest has always been a superb US domestic carrier and these trips were no different. A tip is to purchase for $10 the early check-in which gets you into the A group boarding. well worth the efforts not to have to fight for a seat.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,,Jones Adrian,14th August 2014,I flew on Flight 3276 from ATL to TPA on August 9. This was my very first flight on Southwest and hopefully my last as they kept on delaying the flight to avoid paying for hotel rooms for passengers who were late coming from a connecting flight. I will say that I have never experienced this flying with multiple other airlines and I will do everything I can from here on to avoid flying with Southwest Airlines.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,4,B Weber,14th August 2014,I heard last week that Southwest is the largest airline in the US now. Unfortunately I think their growth has resulted in decreased novelty and satisfaction. I do fly it on a regular basis because they service MDW from LAX but I find that the amount of space for seats is poor the wifi is the worst that I have found in the market in recent years (I work a lot on planes and SW wifi is very very slow). It is not worth looking at inflight snacks as the quality is so poor. It is now just an airline with less than average amenities.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,9,Brenda Yates,11th August 2014,I recently traveled from Louisville to Orlando no problems the flight was very smooth no problems with the luggage and arrived in Orlando thirty minutes ahead of schedule. The flight home went very smooth also no problems at all overall I was very pleased and plan on using Southwest again.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,,Connolly Karen,8th August 2014,We recently travelled from Burbank to Denver. This is the worst airline I have travelled with. The flight attendants were rude too with bad attitudes. This airline also allow full size cases on board instead of the usual hand luggage resulting in those with genuine hand luggage to force under a seat which resulted in cramped seating and no leg room. Thank goodness the flight was only 2 hours 20 minutes which was long enough in those conditions. They also don't allocate seating resulting in a free for all.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,10,Paul Brylinski,8th August 2014,85 boy Scouts took flight 63 on 8/2/14. All staff were so pleasant and went around 3 times to make sure we were good with drinks. That was really impressive. They were so kind and even let us know our gates for connecting flights. Nice job! Everything was great.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,5,Jake Davidson,8th August 2014,Currently on board the plane traveling from Chicago to San Diego using the wifi I purchased for a whopping $8.00. Aside from being able to access a few sites on my iPad (ironically this is one of them) the wifi enabled me to do virtually nothing. I could not open my Netflix/HBO app because they were incapable of connecting to the network so I tried their respective online websites to access my media. Once again the websites were unable to load due to the wifi and I found myself soon discovering more and more entertainment related websites/apps (games/music/etc.) were unable to load. Apparently their definition of wifi limits you to reading Wikipedia articles and twiddling your thumbs while you constantly refresh pages. Needless to say I will not be making this purchasing mistake again however I will be traveling Southwest again in my future as they are still by far the best bang for your buck!,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,1,Matthew Zhang,8th August 2014,I booked a trip to fly from Houston to Lubbock with a stop in Austin. The flight went smoothly from Houston to Austin in Austin I had a 2 hour stopover until my flight to Lubbock I fell asleep and missed my flight and when I went to the gate agent saying that I missed my flight she just shrugged and showed me two boarding passes and said I could get on a flight to Lubbock via Dallas I accepted and she gave me the boarding pass. The flight to Dallas kept getting delayed because of thunderstorms in Dallas. I finally got to Lubbock at 10.50. The next morning I went on Southwest.com and went to see if my points had posted I found out they didn't so I called Southwest and they told me that I didn't receive my points because I missed my original flight. I will never fly Southwest again because they have terrible service.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,,Diana Masse,8th August 2014,Due to a family emergency I was forced to fly SW again on Sunday August 3rd (even after I promised myself never again after 3 other bad experiences in SW). My first flight went out okay but the connection in Baltimore was awful. First they asked for 3 volunteers to trade their seats for $300 vouchers due to SW oversold the flight. After we finally boarded the plane the captain announces a mechanical malfunction so we all had to deplaned. They began lying to people in order to keep them calmed. after they decided that each flight should go in 2 different groups (Orlando and Raleigh) Another hour passed and we were still don't know the real reason we couldn't board a 2nd plane .Two hrs later they decided to switch gates again and telling us that because plane #2 also had a mechanical problem we have to now board plane #3! All of the sudden they announced that the two initial flights became one again what a mess! I finally arrived to my emergency 3 hrs later.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,10,N Allen,3rd August 2014,It is too bad the people that seem to post on the web are the ones that have had poor experiences. I fly almost weekly on Southwest for the last 6 years. It is with trepidation that I fly other airlines as you never know what you are going to get-especially Delta. The customer service is second to none and the seats are always roomy and predictable. Unless you need the extra leg room such as an exit row if you check in at the 24 hour mark or pay the low fee to board early you have a large selection of seats. Rarely are they late. The staff are empowered to solve customer issues and do so readily. Airline tickets are easy to change and credit refund with no fees. Plus there is no baggage fee for the first 2 bags and their pricing is competitive. Airline miles are so easy to use including international. This airline develops trust based on their reliability and customer service. Definitely a loyal fan and steady customer!,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,,Michael Giordao,3rd August 2014,Flight 4111 on 7/26 and 3371 on 7/31. This airline not only messed up my flight down to Florida but also messed up my flight back home this is the worst airline choice you can possibly have if you decide to book a flight make sure you book it for the earliest possible time because you won't end up on a plane until the middle of the night anyways. This is such a terrible airline.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,4,A Schmit,29th July 2014,"FLL to MSP and return. Staff must've taken how to not smile and treat everyone like cattle as part of their classes because on every flight we took (there were 4 total for the round trip) all attendants were almost disgruntled employees. They looked like they ""had"" to be there. An elderly woman who couldn't sit with her young grandchild who was very nervous about that (because of their no assigned seats policy) was delighted when another customer volunteered to switch seats with her before they even started the seat belt instructions and the first flight attendant reprimanded them and then I saw her tell the second attendant who rolled her eyes. Come on that made the flight more enjoyable for everyone plus what was the big deal to them? Our soft drinks took almost the whole flight to get to us and then they ask for your garbage right after you start drinking it. The seats are comfortable enough but there is no perks to paying the extra $12 a ticket for the early bird check in unless you are just partial to a window seat. I got A30-36 boarding most times which is after the first A group picks all the leg room seats. The only thing I like is that you can control whether or not you sit in front of kids if you don't want to you find a seat in front of adults already sitting.","Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,,Stephanie Wilson,29th July 2014,My husband took a flight to go to a funeral in Charlotte NC this past month. The flight down was fine the flight back however was a nightmare! They canceled the flight with no prior warning and did nothing to help their passengers from being stranded in the airport. In fact the customer service representative was horrendous. When I called to try to fix the problem she not only had no sympathy for the stress they were causing their customers but she also laughed at me when I was voicing my concerns about the fact that the only flight she was offering us was for Wednesday and his original flight was for Monday. The only solution she had was either take the Wednesday flight and figure out a place to stay for 2 nights or they will refund our ticket price (not the fees included with the ticket) and we were tasked with finding another flight with a different airline to get home. Southwest has no issue with leaving their customers stranded in an airport with no alternative plan than to find your own way home. I would never recommend them as they dont care about their customer experience at all and refuse to respond to complaints.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,1,LaCoille Morse,27th July 2014,Went on vacation July 9-18. Flight out to Denver was ok - nothing special. Seats were very cramped. Flight 2068 back from Denver to Boston was horrible! To start flight was delayed twice. We were a party of 4 sitting all the way in the back. From the time we got in the air until about three quarters of the way through the flight the two female flight attendants and one male flight attendant were just horrible. When one of the females came around asking for beverage requests I asked for a coffee. Everyone in my party received their drink except me no coffee. But it got worse! After drinks were served these three attendants proceeded to stand in the back by the bathroom and galley and talk and laugh extremely loudly with no regard whatsoever for all of us in the back of the plane including two toddlers who were trying to sleep. They kept up their loud talking and shrieking laughter for over an hour. It was absolutely horrible and disrespectful. I will never fly Southwest again.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,10,A Batchelor,27th July 2014,Burbank-Phoenix SWA286. Phoenix-Buffalo SWA197. July 17th. My first time flying Southwest and I was very impressed. Customer Service was the best I have seen and I have been on United Delta American etc. I was flying from Burbank to Buffalo via Phoenix and the first flight was 15 minutes early and the 2nd flight was right on time! I read a lot of people on here do not like the seating policy I honestly love it it is very simple and you choose which seat you want and Southwest is known for being the quickest airline for planing and deplaning. Flight attendants were very nice I liked the humor they used for their announcements. You have complimentary non- alcoholic drinks and they give you a bag of peanuts and pretzels. All in all I would recommend Southwest.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended yes"
Southwest Airlines,,A Roberts,17th July 2014,When and if Southwest changes its seating policy I will consider flying it again. Unfortunately is pretty much the only airline that flies to ISP but I hate the seating policy so much that for my upcoming trip I will fly into JFK and take a shuttle. SW likes to say that its seating policy is freedom of choice choose any seat you want but that is not true. There is a hierarchy for seating which they charge extra for and then after paying all these extra fees you could still wind up with a lousy seat. We paid extra and were able to snag bulkhead but not exit row for the first leg of our trip because those were taken by mostly short people who don't need the leg room but who had boarded first. Then we had to change planes. Unfortunately the connecting flight originated from somewhere else and the plane was already half full so not only could we not get any leg room but we couldn't even sit together. Paying extra for better boarding is like playing roulette you take your chances and the odds are against you. I'd rather pay extra to choose my seat and know that it is guaranteed. The whole boarding process is so stressful because some people are pushing to get ahead of other people and everyone is rushing to grab the seat they want not knowing if they are going to be out of luck or not. Then after you get your seat the flight attendants are trying to get people to volunteer to give it up so a family can sit together. The whole thing is absurd. On top of all of this their prices are often not the lowest. I can fly into JFK pay extra for premium seating and afford a shuttle for what a Southwest flight to ISP costs.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages N/A
Value For Money 12345
Recommended no"
Southwest Airlines,,B Kvanvig,13th July 2014,Our flight from Orlando to Denver was full. I checked in about 23 hours before departure and got group C boarding passes. They want you to buy the automatic check in so they can get extra money out of you. My wife and I had to sit about 6 rows apart. The return flight was delayed 1.5 hours and when we tried to switch to an earlier flight they wanted $347 to change so we waited. This flight we checked in for when we arrived at the airport and got group C again. Flight was full but we at least got seats across the aisle from each other. I'm done flying Southwest I would rather have assigned seating even if I have to pay a bit more. I don't know why the flight was delayed in Denver never got an explanation. Too many pre-boarders families etc. that your boarding pass doesn't really mean anything anyway.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,,S Campbell,13th July 2014,SJC to PDX. I have never experienced such poor Customer Service in the 13 years I have been traveling with this airline. I have been getting the feeling that the service had lost its world renowned status for the last few years. I stayed with this airline for their frequency and on time performance. Despite having a huge incentive voucher from Alaska Airlines I will say that after this experience I have completely given up on Southwest Airlines as a competitor. I was greeted by a Customer Service Representative with a mouthful of French Fry! After being told that my flight was delayed four hours due to an earlier mechanical problem. I asked why I was not notified prior to my on time arrival at the airport? The representative said that due to operational irregularities there was no way of notifying passengers of the delay. After waiting four hours with no communication form Southwest employees an announcement was made. My flight was going to be canceled and we could all receive vouchers. The chaos that ensued was unreal. Before I knew what was happening there was a line of 100 plus passengers waiting to get vouchers. I opted to leave the airport and fly Alaska Airlines the next day.,"Cabin Flown Economy Class
Seat Comfort 12345
Cabin Staff Service 12345
Food & Beverages 12345
Value For Money 12345
Recommended no"
Southwest Airlines,,Martin Long,1st July 2014,My daughters were competing in Orlando Florida. My wife scheduled an 8.30 am flight 3 months ago to make sure to be there. Right after the passengers boarded the flight the pilot announced to passengers that there was a problem with the plane. The passengers deplaned and were told that SW was working on getting another plane a direct flight. There was no direct flight offered and after being told they would be leaving at 5 different times SW finally decided to bump the 3pm flight for the 8.30 am passengers. For all my wife's troubles she was given a measly $200 voucher. She could have driven from Dallas to Orlando faster than SW got her there.,"Cabin Flown Economy Class
Seat Comfort N/A
Cabin Staff Service 12345
Food & Beverages N/A
Value For Money 12345
Recommended no"
