airline,overall,author,review_date,customer_review,aircraft,traveller_type,cabin,route,date_flown,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended
American Airlines,2,Kara Hollenbeck,7th February 2017,"Unverified | Philadelphia to San Francisco. My flight was delayed in Philadelphia for an hour, which caused me to missed my connecting flight in San Francisco to Sydney. After contacting American Airlines before touchdown in San Francisco, I was informed that they would put me up in a hotel and my flight would be changed to the next night. When I arrived at the terminal in San Francisco, I went to the American Airline desk and asked who I could talk to about my accommodation due to my missed flight. The first thing the women, who ended up being a supervisor, said to me was ""Well what time is your flight?"" I responded and told her that my flight to Sydney was supposed to depart at 11:25 pm -- her response, ""Well, it's only 10:50"". From there on I was in complete shock, what kind of response is that? I felt as though she was making assumptions about what I knew/ did not know before even asking me my name or flight number. I explained to her that I was already booked on another flight for the next night and for anyone who has flown internationally, as well as ever been to the San Francisco airport, knows it would be impossible for me to have made that flight (I was also already told prior to landing that they would not hold my flight to Sydney and there was nothing they could do except accommodate me). She then proceeded to tell me there was nothing she could do because the delay was due to the weather and not mechanics which sounds ridiculous to me. Not once did she ask me my name, my flight or anything. She was very inconsiderate and made me feel like this problem was my fault and it was not her's to deal with. She handed me a slip with an 800 number that I could call for a hotel. My main issues with the situation above were that from the start there were inconsistencies with their accommodations and what their employees are told. No one should have told me I would have been put up in a hotel if that was untrue. Second, was that this woman could not have cared less about a paying customer. American Airlines, you could not have put me up in a hotel for ~$100 when I paid over $1000 to fly with you? I hopefully will never have to fly with American Airlines again.",A321,Solo Leisure,Economy Class,Philadelphia to San Francisco,February 2017,4,4,,,1,2,no
American Airlines,2,Donald Cope,4th February 2017,"Verified Review | Phoenix to Lihue.The personnel working for this company are rude and disorganized The person at the gate even lied about the seat configuration. She stated that the 75.00 upgraded seat did not have more legroom, that we paid extra for the seat to sit closer to the front! Then once on the plane the attendant start allowing bystanders to pick open seats - there were economy seats that should have been used up first. To make matters worse I was still not able to be seated next to my wife. We fly often and it was so bad that I wrote my first negative review.",Boeing 757,Couple Leisure,Premium Economy,Phoenix to Lihue,February 2017,5,3,,,1,1,no
American Airlines,1,D Leeson,2nd February 2017,"Unverified | After a wonderful 9 days on St John USVI we left our villa and headed for the St. Thomas Airport. The car ferry from St. John to St. Thomas took forever because of local employees wanting to chat rather than work then we hit downtown traffic delays due to a cruise ship docking. We made it to the airport 1 hour 15 minutes prior to our flight departure. Upon arriving at the check in desk we were not allowed to print our boarding passes. There were 4 women working the desk and we were informed we were too late to check in. After explaining our delays beyond our control they still refused our check in. I was referred to a ""supervisor"". After explaining our situation once again, she completely ignored me. I asked repeatedly for her help in at least letting us try to make our flight and I was met with disrespect, dirty looks, angry gestures and nasty comments from all of them. I waited until arriving home to cool down before informing American Airlines of the horrible treatment and the attitude of these employees who clearly did not give a damn about me or anyone else. Their response to me from corporate was to send me a link to their ""check in policy"". This airline is not going to care how you are treated and will not address your concerns in a way to make things right.",,Family Leisure,Economy Class,St Thomas to Salt Lake City,January 2017,1,1,1,1,1,1,no
American Airlines,9,S Mearer,2nd February 2017,Verified Review | Moline to Tucson via Chicago. I have flown with American before and not had much of an opinion on them until now. I flew with a service dog prospect to Tucson and the staff in the airports and on the plane were all incredible! I couldn't have asked for better service and respect for myself and the dog!,,Solo Leisure,Economy Class,Moline to Tucson via Chicago,January 2017,3,5,,,5,4,yes
American Airlines,1,P Burke,30th January 2017,"Verified Review | Tokyo to Boston via Chicago. I have never complained about an aircraft or airline before this American Airlines trip. I flew out with Japan airlines from Boston to Bangkok with a stop in Tokyo, then back to Tokyo after vacation 3 weeks later. They offered a comfortable aircraft for a long haul, beautiful and attentive staff, and good food. I then took these American Airlines flights. A new Boeing 787 - it was like going on a cross country trip in a subcompact car. I'm 6' tall 215 lbs, I'm a larger man but hardly a giant. The seats were hard and narrow. I had an aisle seat and every time the crew moved past me they hit my (recently surgically repaired) shoulder. I promise I wasn't sticking it out in the aisle. There was no one in the middle seat so my left leg got a break but my right knee (with the seat reclined, which is essential) was jammed into the armrest in front of me. This aircraft with these seats should not be flying 11 hour routes. Not to mention the tired, older staff (maybe they didn't see my shoulder?). Lousy food and service. I'm done with American Airlines and their AA rewards scam. I have flown internationally only a few times but this experience definitely stood out.",Boeing 787,Solo Leisure,Economy Class,Tokyo to Boston via Chicago,January 2017,1,1,1,2,1,1,no
American Airlines,1,Donald Schon,30th January 2017,"Verified Review | I am basically aghast at the treatment we received. Travel is difficult for me because of multiple back surgeries so I purchase first-class tickets for long flights. This itinerary was Phoenix to Medellin return via Miami. On the segment from Miami to Medellin there are only two rows of first-class seats. In order to squeeze in another coach row, American put in a divider between first class and coach immediately behind the second row of first class seats. Thus, both on the segment from Miami to Medellin and Medellin to Miami our 1st class purchased seats would not and could not recline. The stewardesses basically begged us to write a letter to American about this. On the tarmac in Miami we heard rumblings about not enough room for the luggage. When we arrived in Medellin, our first class priority tag luggage was not on the plane. Nor was the luggage for at least 20% of the plane. There had not been room in the luggage hold, which I assume means they took on cargo in preference to passengers' luggage who were flying on that plane. Since there is only one flight a day American would not get our luggage to Medellin until 9:30 PM the following night. They would not deliver our luggage to us at night. Thus, in order to catch our internal connection at 5:30 AM the following morning we had to drive approximately one hour each way. We arrived at 9:30 PM and were kept waiting in the hall until 10:30 PM as they would not give us our luggage until all the passengers on the flight just landed had disembarked and claim their luggage. I contacted American Airlines. They never formally accepted responsibility nor took me seriously. The compensation they offered, I assume to get us off their back, was significantly less than you would offer a traveler who was bumped. This is in spite of the fact that we have been very frequent users of American Airlines and had their credit card for over 30 years. This was an amazing experience at alienating loyal customers. Our entire family will not use American in the future if at all humanly possible.",A319,Couple Leisure,Business Class,Phoenix to Medellin via Miami,January 2017,1,5,3,3,1,1,no
American Airlines,9,L Clark,30th January 2017,Verified Review | Flew American Airlines from London Heathrow to New York JFK. Boarding process was smooth and received great service. Food was decent and the in-flight entertainment system was up to date. I sat at the front of the cabin so I had a little extra legroom. No complaints on this particular flight.,Boeing 777,Solo Leisure,Economy Class,LHR to JFK,January 2017,4,5,5,5,5,5,yes
American Airlines,1,V Arroyo Ornelas,30th January 2017,"Unverified | In carefully reviewing my options to return from Mexico City, I specifically chose a flight on American Airlines that would arrive in the evening at 7:07pm, even though the cost of the ticket was $30 more for two reasons: I didn't want to be in the airport at midnight and #2 I felt that this airline was a more reliable airline than the smaller less well-known airline options. On the day of my flight, January 26, 2016 I received a couple of e-mails letting me know that my flight had been delayed, first by approximately an hour and then by 1 1/2 hours. I was advised, however, to arrive at the normal time because the airline was doing everything possible so that the flight would depart at the regularly scheduled time of 4:40pm. When I arrived at the airport, no one was able to find my reservation and I realized that my flight had been cancelled altogether. I had to find an alternate flight. I ended up on an alternate flight with a different airline, arriving in LAX at 11:30pm, exactly what I had attempted to avoid. I ended up paying the higher price without the convenience of decent flying times. Next time I will go for a cheaper, smaller airline. At least if it is postponed or cancelled, I won't be paying the higher price for a benefit that I never receive. I was surprised and disappointed at this unexpected occurrence. I don't have a boarding pass to show for the airline I am reviewing because obviously I ultimately flew on a different airline. I am basically rating the inconvenience that their last minute change had on my schedule, the cost and the number of hours wasted in the airport looking for a resolution to the problem.",,Family Leisure,Economy Class,Mexico City to Los Angeles,January 2017,,,,,1,1,no
American Airlines,1,Monique Korte,29th January 2017,Verified Review | Harrisburg to Colorado Springs via Chicago / Dallas and Denver with American Airlines. Where do I begin? I originally had to switch planes twice but this ended up being 3 times. The plane from Harrisburg to Chicago was tiny and very loud but the flight was short. Internet services are available for a price. The second flight I was sent to the wrong gate and needless to say I missed my flight. I was rebooked and sent to Dallas. Once in Dallas I missed the connecting flight to Colorado Springs so I was left with a decision to stay overnight and pay for a hotel or fly to Denver at a later time. I chose Denver only to be sent to the wrong gate again. Never again,Boeing 737,Solo Leisure,Economy Class,HBG to COS via ORD / DFW / DEN,January 2017,3,3,2,2,1,2,no
American Airlines,1,S Simpson,28th January 2017,"Verified Review | I flew from London Heathrow to Chicago Illinois this January 2017. I was pregnant and very tired from the previous flight. My seat was right in the middle of middle row. I was experiencing very bad nausea and vomiting at that time so I asked one of flight attendant to change my seat to the side so I wouldn't have to bother the person sitting next to me to get up over and over again. There were 3 seats empty behind us. I asked her if I could sit there, it was closest to the bathroom too. She said no, even though those are empty seats, you're not allowed to sit there. So pretty much they'd rather leave those empty than give it to a pregnant woman. Nice job American. She told me once everyone was seated, she would find me a side seat closest to the bathroom. I said ok. So I waited and she came back and told me there are two seats available and were closest to the bathroom. I moved there and there was 1 person sitting at the other end. Luckily, he moved with his friend and I got 3 seats to myself. Being tired and fatigued, I pretty much slept throughout the whole flight. I missed the dinner. When I woke up, one of the flight attendant noticed that I was one of the passengers who hadn't eaten, however she did not care to ask if I wanted anything. I got a glass of water and went to sleep again. When I woke up, I went to the bathroom and when I came back I asked the flight attendant if I could have a food tray, she gave me a very rude look and left. She came back after 15 minutes with the tray. I will not recommend or fly with American Airlines again. Our captain made an announcement that the in-flight entertainment system was out so we had no entertainment while flying from London to Chicago which was a 9 hour and 35 minute flight. Their seats were so congested. Comfort level was below 0. So goodbye American Airlines, you will not be missed!",,Solo Leisure,Economy Class,LHR to ORD,January 2017,1,1,1,,1,1,no
American Airlines,8,C Barker,28th January 2017,Verified Review | Quiet flight with half a full plane from Newark to Chicago with American Airlines. Relaxing journey so not much to criticise. Flight attendants perhaps marginally better than usual but little to do. Relaxed boarding and flight left on time and arrived early. Worse part was the experience at EWR.,Boeing 737,Solo Leisure,Economy Class,EWR to ORD,January 2017,3,2,2,4,2,4,yes
American Airlines,7,C Barker,28th January 2017,Verified Review | No real complaints flying from Seattle to Chicago and better than a number of other flights with American Airlines. Perhaps I have just become accustomed to indifference on the part of the cabin crew and can now accept it. Power at every seat is a plus and the IFE free offerings were good for the 4hr flight.,Boeing 737,Solo Leisure,Economy Class,SEA to ORD,January 2017,3,2,2,4,3,4,yes
American Airlines,4,C Barker,28th January 2017,Verified Review | First flight to Newark cancelled due to weather conditions. 3hr delay in ORD. No voucher issued for refreshment. Re-routed to LGA which fortunately didn't make a great deal of difference. Delayed approaching LGA due to winds/traffic. Pilot announced that we would be landing in 10 mins. 30 mins later still in the air bouncing around in cloud and no further announcement which caused some concerns for passengers. Another announcement would have avoided stress.,Boeing 737,Solo Leisure,Economy Class,ORD to LGA,January 2017,2,2,2,4,2,4,yes
American Airlines,6,C Barker,28th January 2017,"Verified Review | Fairly relaxed boarding procedures and flight from Chicago to Seattle left on time. Fairly full plane. Limited leg room for 4hr journey, seats hard and uncomfortable. Flight attendants did their job but not much more. Liked the fact they enclosed themselves in at the back of a plane by using the FA seat belts to form a barrier.",Boeing 737,Solo Leisure,Economy Class,ORD to SEA,January 2017,2,2,2,4,2,4,yes
American Airlines,2,Gillian Davies,27th January 2017,"Unverified | Miami to London Heathrow. We paid a lot of extra money for a main cabin extra seat which was not worth the effort as the seats are so narrow your elbows keep touching the other passenger. Also the dining tray is too narrow to balance the tray on as our seat was behind the bulkhead. The two meals we were offered were abysmal, the main was chicken and rice which was covered in some sort of sauce which nobody seemed to eat. A bottle of water was given out with the meal and that was the last we saw of the cabin staff until they brought round breakfast after about 7ish hours. What a disappointment - it was a yoghurt, two packets of some kind of dried crumbs and a flat dry cake type thing. None of this was appetising and was all left except the yoghurt. A warm cup of tea finished the whole thing off.",Boeing 777-200,Couple Leisure,Economy Class,Miami to London,January 2017,1,1,1,3,2,1,no
American Airlines,1,P Tocano,25th January 2017,"Verified Review | New Orleans to Belize via Dallas. First class? First Priority? American Airlines is the worst airline ever. It took me 4 years to fly with this airline again and yet again they disappoint in every step of the way. I was yelled at when I was checking in my bags and told I could only have 2 check-in free, when clearly online and the kiosk stated I had 3 free for my destination. I am now stuck in my hotel with no clothes because they decided to take both bags off the plane in Dallas where my connecting flight was. I am in Belize for a wedding and no bags as yet. Horrible service on the phone when I called, they also gave me a website for customer relations that doesn't exist. If you want to enjoy your trip, avoid American Airlines.",,Couple Leisure,First Class,New Orleans to Belize via Dallas,January 2017,2,1,2,1,1,1,no
American Airlines,2,R Graham,23rd January 2017,"Verified Review | Kahului to Cleveland via Dallas Ft Worth. Terrible experience, stay away! My family and I had our flight home from Maui cancelled due to mechanical error/crew rest. This was only communicated to us after we were at the airport and were given several updates of the flight status. The American Airlines manager falsely secured hotel rooms at a local hotel that had no availability. He issued taxi vouchers to the hotel and when the taxi company found out that he was sending people to the hotel that had no vacancies, they communicated this to rest of the stranded passengers trying to find lodging. The manager would not even come down to baggage claim to address the situation with everyone who was trying to find lodging for the night. I was finally able to find lodging at a nearby Marriott and only due to my platinum status were they able to find me a room. My family and I finally arrived at our hotel at 2am and were exhausted and stressed out to no end. I was able to work with my travel agent and have American Airlines get us on a United flight the next day which was amazing. The American Airlines plane that we flew on from Dallas to Honolulu was very antiquated and did not have screens or USBs compared to the state of the art plane that we flew on with United to Chicago. Upon my return I was instructed to contact American Airlines customer service for reimbursement for our hotel, taxi, meals etc. Some of the AA customer service were very helpful, but the last representative would not allow me to speak with a supervisor or have a supervisor contact me to discuss complete reimbursement for my hotel. She told me that I would have to accept AA's contracted rate for a hotel regardless of my situation and stated that they offered my family $200 vouchers to use on a future AA flight. I told her that vouchers do not compensate me for expenses incurred by a hotel that I was required to secure due to their flight cancellation. All I can say is the cancellation is one thing, how they handled the cancellation is another story and the reimbursement for insult and injury is truly another chapter. Suffice to say for a difference of $300 which is what it would have required to compensate me completely, they have not only lost 4 customers, they have potentially lost many more after I share my experience. Do yourself a favor and use another airline for your travel as I would hate for another family to experience such a terrible ending to an amazing family vacation",Unknown,Family Leisure,Premium Economy,OGG to CLE via DFW,January 2017,1,3,3,1,1,1,no
American Airlines,4,Kandra Knowles,22nd January 2017,"Verified Review | Salisbury to Nassau, Bahamas via Philadelphia. I am truly disappointed that despite being at my connecting flight, 10 minutes before the official departure time that I was told that my flight to Nassau had already departed. My tardiness was due to a delay in the previous flight and there seemed to be no communication between agents as to me coming from a delayed flight, despite being told by an agent that I would make my connection to Nassau (which I could have). This experience for me has me questioning to what extent does communication happen between American Airline agents or attendants to ensure that customers or passengers want to further travel with this airline. Again truly disappointed.",,Solo Leisure,Economy Class,Salisbury to Nassau via Philadelphia,January 2017,3,3,,,4,2,no
American Airlines,1,G Rimmer,22nd January 2017,"Verified Review | My son and I were flying from La Guardia to Charlotte on January 20th. I entered the airport and realized I did not have our ID. I was told was it would be okay but we would have to go through additional steps to board flight, which I had no problems with. My son has Mental Retardation and had soiled himself on the way to the airport. He did not understand and what was happening and was given a second search as well. The employees at the second check point were exceptionally rude and condescending. Although one woman who actually searched us that day showed us some kindness. Needless to say I would not recommend any person or animal to fly with this airline.",,Family Leisure,Economy Class,LGA to CLT,January 2017,2,2,1,,1,2,no
American Airlines,2,Cathryn Lancaster,22nd January 2017,Verified Review | Manchester to New York JFK return. I was so disappointed to fly to New York at New Year and discover no seat back tvs. Would have paid extra to go with an airline that has better entertainment for a long flight. Cramped seats and little leg room. We paid extra for extra leg room on return flight and slightly better. Would not fly American Airlines again. Check in a shambles at New York,,Family Leisure,Economy Class,Manchester to New York,December 2016,2,3,3,1,2,2,no
American Airlines,3,C Carter,22nd January 2017,"Verified Review | I had not flown American Airlines in years and I was sincerely disappointed and reminded why today. My first flight from Seattle to Dallas landed well enough, but at the terminal we were met with mechanical difficulties getting the walkway gate to connect. The passengers were stuck in the cabin for 30+ minutes and a large number of us missed our connecting flights. We were told to sort amongst ourselves about who had flights coming up sooner than others. Chaos broke out and, meanwhile, a flight attendant nearby was making a personal call to her bank and was of no help in a time of need and couldn't be bothered to be flagged down. My next flight was delayed for weather issues (which I know we can't control-gave an obvious pass here), but was then delayed for yet another mechanical problem (twice in one day AA-really?). Again, I was confined to the cabin for another 60+ minutes total. I have lost faith in both the quality and safety of their aircrafts if they are so prone to problems and in American Airlines ability to act in times of need. I will likely not be flying with this airline again.",,Solo Leisure,Economy Class,SEA to MIA via DFW,January 2017,2,1,4,2,2,2,no
American Airlines,7,G Berenyi,21st January 2017,"Verified Review | Myrtle Beach to Boston via Philadelphia. I was on vacation and found out I needed to head home to Canada ASAP just two days before intended departure (mind you, this was New Year's Eve). I looked all over the web looking for tickets with many different airlines and agencies and found nothing but economy tickets at prices typical of first class. American Airlines also were full of ridiculously overpriced last minute seats, that is except for one route through PHL and BOS which were almost fully booked and therefore was a dirt cheap ticket even compared to normal season tickets. I jumped on the opportunity and booked my tickets via PayPal, which made everything much faster and simpler. Upon getting to the airport I realized I needed to buy a tag for my duffle bag in order to get it checked... not the most enticing thing but it was a fast process through the machine and was taken care of within a matter of seconds. Upon boarding, I was not expecting much, granted, this flight was American Eagle and they are not exactly renowned for premium service. I was pleasantly surprised by the level of comfort the seat had, and the flight attendants were in a good mood as well. Complimentary service on the flights were the same, a bag of pretzels and drinks, but who needs more than that on a flight that's 1.5 hrs long? I might also add that having my connecting gate exactly next to my arriving gate in PHL was a very rare and warm surprise. Gate attendants were friendly and cheerful, and seemed to be level with what they were doing. In summary, American is by no means a high-class airline to me, but I guess I was lucky in having been under the care of some really great people and it was well worth the low cost of the ticket. In the future, American will definitely be on my radar if I need a cheap last minute deal fast!",E170 / A319,Solo Leisure,Economy Class,MYR to BOS via PHL,December 2016,4,4,3,1,4,5,yes
American Airlines,1,D Clark,18th January 2017,"Verified Review | I initially chose American Airlines because it was the cheapest flight available. I had never flown with American Airlines before, but I expected the experience to at least be on par with United Airlines. However, I was quickly turned off by this airline upon entering the aircraft. All of the flight attendants were beyond rude. They were basically yelling at passengers to sit down, and they were condescending about the most routine of things. Besides the horrendous attendants, the plane was so crammed. You can tell that they are trying to cram as many people on the plane as possible with no care for passenger's space or comfort. I had just flown on a Japan Airlines domestic flight, and the American Airline flight cannot compare to the space and comfort of that domestic flight. The only good that came from using American Airlines is that I now know that Japan Airlines will be my go-to carrier from now on.",Boeing 777-200,Solo Leisure,Economy Class,NRT to DFW,January 2017,1,1,1,2,1,1,no
American Airlines,2,B Herraji,15th January 2017,Verified Review | Miami to Montreal. I paid 300USD to upgrade to Business class. I just asked the American Airlines receptionist if there was a meal included in the 8.30 pm flight to Montreal. The answer was that the flight is too late to expect to have a meal on board. Also the American lounge was not accessible despite I'm an American Airlines advantage member - what a deception.,,Couple Leisure,Business Class,Miami to Montreal,January 2017,2,2,1,1,1,1,no
American Airlines,1,Jee Eun Kim,15th January 2017,"Verified Review | My trip from Seoul, South Korea to St.Louis, Missouri took a total of 41+ hours. It's usually, at maximum, a 16 hour deal. The ETA for my original itinerary was at the latest 8:30pm Friday night CST. Currently, I'm writing this review with rage at Dallas Fort Worth Airport on Sunday 1:10AM, approx 29 hours later than the initial ETA. And for now, IF all goes well, my final ETA would be Sunday 1pm. That would be 41 hours after the initial ETA. I do understand when it comes to weather issues; in fact, I am grateful that they weren't hesitant to make customer safety first. But the first 24 hour delay of my itinerary was purely the airline's lack of thorough preparation beforehand. Everyone had already boarded on the plane, and halfway into the runway, the plane decided to turn back and redo a checkup. From which they decided to cancel the flight for the night and try again 23 hours later. How was it that they detected the problem only right before we were about to set off? And when I was struck with the news after having finally arrived in Dallas that my connecting flight to the final destination got canceled, they were little to not at all sympathetic. I was more disappointed and frustrated by their attitude throughout this whole 41 hour ordeal, not so much by their policies.",,Solo Leisure,Economy Class,ICN to STL via DFW / CLT,January 2017,1,1,1,1,1,1,no
American Airlines,1,B Aprahamian,15th January 2017,"Verified Review | Phoenix to Orlando via Los Angeles. It was an awful flight. I was 24 hours in the airport and airplane. They are nor responsible. I lost all my first day of 2017 in a very cold, uncomfortable and catastrophic situation. Because of several delays, I missed connection flights two times and had to sleep in the airport. Nobody in the airport was willing to accommodate travelers. I just change my flight by phone.",,Solo Leisure,Economy Class,PHX to MCO via LAX,January 2017,1,1,,,1,1,no
American Airlines,1,S Maule,14th January 2017,"Verified Review | Flew American Airlines from Houston TX to Stillwater OK. After repeatedly delaying, then cancelling my flight over a five hour period during which I sat at the airport and watched others placed on flights, American was unable to even find a flight to Dallas on their airline. Instead I was told that I had to drive to another airport at my own expense, board a plane on a different airline to get to Oklahoma City, and once in Oklahoma City, pay for a rental car at my own expense so I could drive another hour in below zero Fahrenheit conditions to reach Stillwater, OK. I had specifically bought a ticket from Houston to Stillwater to avoid driving and spent nearly $200 on the rental car. And it took me nearly 12 hours from my arrival at the airport to reach my destination. The only feedback from American after my horrible experience was basically ""sorry, we can't control the weather, so we refuse to compensate you for your time, inconvenience, or rental car."" That's the last time I will ever fly American Airlines.",,Solo Leisure,Economy Class,DFW to SWO,January 2017,2,2,,,1,2,no
American Airlines,1,B Mears,14th January 2017,"Verified Review | I fly American Airlines at least once a month, sometimes several. It has been very rare that the flight is on time with no issues. Often connecting flights are missed because of it. I've had to miss work and completely rearrange schedule countless times. Today my wife was delayed so many times on multiple flights that she could have drove from Texas to Illinois and arrived sooner. It's sad that the American Airlines doesn't take pride in their management nor seem to value their customers. We will be reconsidering our travel in the future and you should too.",ERJ-145,Solo Leisure,Economy Class,Dallas/Fort Worth to Bloomington,January 2017,1,1,1,1,1,1,no
American Airlines,1,Beverly Meister,13th January 2017,"Verified Review | Very disappointing long flight to Narita Japan from Dallas Fort Worth. I had bought my tickets 4 weeks prior and had paid to upgrade from/to Japan. Upon arriving at DFW for the return flight, the status of the flight on the American Airlines official website was listed as ""On Time"". Upon checking in at airport, I was moved to economy class and told I would be reimbursed. Attendant at counter told me the flight was late from Miami (original destination) enroute to DFW. I pleaded unsuccessfully with assigned seat. Inside the cabin, the seats were in a two-three-two configuration. I noticed the seats were old and deteriorated. The TV/Entertainment did not work. My overhead light did not work either! Can you imagine? A thirteen hour scheduled flight! Tried to use my iPad but was not able to watch movies either. I read my book, listened to music with my I-Pad. Due to fight being completely full, it was hard to sleep. The food was terrible compared to the flight from Japan to the US. Yes, I was reimbursed, however, I wonder what was the point in pre-paying for premium economy 4 weeks ahead and then ending up with what I was trying to prevent in the first place? Very disappointed. My parents flew the same route two months ago with United Airlines and they loved it. I definitely will try UA next time.",Boeing 777-200,Solo Leisure,Economy Class,DFW to NAR,January 2017,1,1,1,1,1,1,no
American Airlines,2,Z Reynolds,13th January 2017,"Verified Review | Phoenix to Milwaukee. As a top elite with American Airlines, I know the carrier well. Since its merger with US Airways, the service and perks have continued to substantially deteriorate. Frequent flier miles are now half what they were a year ago for the most elite travelers and even worse for others. I have experienced more delayed and cancelled flights in the last 14 months than I have in the previous 10 years. The ability to redeem frequent flyer miles is absolutely terrible - American should be ashamed. The upgrades to first from coach have been drastically reduced. In almost every way the ""new American Airlines"" is underperforming and certainly substantially worse than US Airways and much much worse than the Old America West Airlines.",,Business,First Class,PHX to MKE,January 2017,2,3,3,1,2,3,no
American Airlines,10,M Irving,12th January 2017,"Verified Review | First time I have flown with American Airlines as I usually fly United to the US. Flew from London Heathrow to Chicago ORD. Fare was on offer so I flew American Business class to the US and British Airways First Class back to the UK. Checking in - Heathrow airport I arrived at 05.30, the check in desks did not open until 06.00 for an 08.40 flight. I was aware of the desk opening times so waiting was not a problem. There was a dedicated check in desk for business passengers and when I arrived there was only one other couple in front of me. Check in quick and efficient. No problems encountered. As I was flying business class I was informed that I could use the fast track security lane and make use of the American Airlines lounge. Boarding as with all major airlines boarding was the usual, Family's with children, Passengers that require help / more time followed by business class. On boarding I was direct to my seat and once seated asked if I would like a drink, went for Champagne (very nice too). Flight attendants very attentive, refilling my glass when it became empty. Inflight entertainment, for business class passengers on the 767 you are given a Samsung tablet and Bose headphones. Great choice of films & TV on the tablet only minor niggle is that the tablet is taken back about an hour before landing so a bit annoying if you are halfway through a decent film, also I am not sure how passengers who do not use tablets would of managed. Seat - I found the seat comfortable enough, plenty of leg room. As this was a morning flight I did not feel the need to make use of the lie flat feature so I cannot comment. The seat is controlled via a touch panel and it seems a bit sensitive as while resting my arm on the side the seat started to change position, I did this a couple of times until I placed something over the panel to prevent me from altering my seat layout accidently. I was seated in 4A a window seat. Landing luggage was through fairly quickly again no issues were encountered. I will have no problems considering American Airlines again the next time I fly across the Atlantic.",Boeing 767,Solo Leisure,Business Class,LHR to ORD,December 2016,4,5,4,4,5,5,yes
American Airlines,1,J Wickham,12th January 2017,"Verified Review | I had a flight Miami to London Heathrow via Boston. The check in was an unnecessarily stressful and upsetting experience caused by the unprofessionalism and aggression of American Airlines ground staff. After 30 minutes waiting in line the ground crew member informed those of us waiting there that the five desk staff were finishing their shift and we had to leave the line. Despite protests from my fellow passengers the woman informed us the staff would “up and leave” when their shift was finished. I am sympathetic that their shift was over but surely it would have been more effective to allow those of us waiting to check in or be served by other desk staff. I have never seen staff upping and leaving when there is a long line of people waiting without making sure they were to be attended to. I was then instructed to join the general enquiry line. In this line were people who had missed connections, missed flights, rebooking flights, unable to check in manually, oversized baggage, etc. The staff appeared to be directing people to lines in order to be rid of them and did not allow questions to be finished nor addressing passengers’ issues. Just a simple “go stand in that line”. The complaints from my fellow passengers echoed my own disbelief that at one point less than five desk staff were there to serve the long line of people and there was no coordination of passengers who had little time until boarding. I tried in vain to ask if another check-in option was available - highlighting my fear I would miss my connecting flight to London if I missed the domestic flight - but was continually dismissed. After two hours of waiting I was finally able to check in my luggage and thanks to the security staff allowing me to fast track through security I made the flight. It should not take 2.5 hours to check in one small bag!",,Solo Leisure,Economy Class,MIA to LHR via BOS,January 2017,1,4,1,,1,1,no
American Airlines,1,Steven Wing,11th January 2017,"Verified Review | Horrible customer service, forced to buy a hotel and get a cab myself after they cancelled a flight at 10 at night in Washington Reagan airport and never given any apologies, just very rude employees. Tried to recharge me for my checked bag even tho they cancelled my flight and left me stranded in Washington Reagan airport at night! So I had to get a hotel for 300 dollars for one night because that's what was available on such short notice and have received nothing from the airport for all this headache and I have missed work. Very disappointing way to end my vacation. I will never fly with American Airlines again!",,Couple Leisure,Economy Class,San Juan to Syracuse,January 2017,3,4,3,4,1,1,no
American Airlines,1,G Ince,10th January 2017,"Verified Review | I've often heard that American Airlines is bad from reading reviews, but after my most recent trip from San Francisco to Tokyo through Los Angeles and back, I can confidently say that I will not book a flight with AA again, ever. My trip to and fro were full of issues. I chose a morning flight at 7am since the ticket was cheaper, and and got to SFO at 5am, while thinking that I was giving myself ample time before departure. I was badly mistaken. When I got there, I saw a long line of more than 40 people queuing. The American Airlines check-in staff were rude and unsympathetically telling people in the queue who have missed their 6am flight that there's nothing they can't do about it, although the problems were due to their slow service. When checking in using the self check-in kiosk, I had problems scanning my passport, the kiosk asked me to verify my travel documents despite my having an Indonesian passport and traveling to Indonesia, and it ran out of paper to print my luggage tags. Many of the check-in kiosks were unresponsive and no one was there to fix it. IFE was the only decent thing they had, their screens are surprisingly capacitive, which allows much better interaction with your fingers. Inflight cabin attendants were impolite. My return flight wasn't a better experience. Upon arriving at LAX after a 7-hour and 9-hour flight, I was told that my LAX to SFO flight was canceled and of course there's nothing American Airlines can do about it besides rebooking my flight to the next day (which they can't even do automatically), and I didn't like that since I have to get back to work the next day. I had to drive back from LA to SF after my 20 hour trip, while jet-lagged. Seriously, avoid American Airlines like the plague. Also, lesson learned, try to avoid flights that have domestic transits.",,Family Leisure,Economy Class,SFO to NRT via LAX,January 2017,1,1,1,2,1,1,no
American Airlines,1,D Ramirez,9th January 2017,"Verified Review | El Salvador to Toronto via Miami. I will never use American Airlines again, and do not recommend this airline to anyone. I arrived at Toronto Pearson Airport last night on American Airlines. My luggage didn't arrive. I went to baggage services and they gave me a phone number to call the next day. I called this morning and the customer service agent told me that my luggage is still in Miami. They are not sure when it will get here. I have my medication in that luggage and now I have to go out of my way to purchase more. Amercian Airlines doesn't even provide any compensation for these sort of mistakes. You pay so much money to travel on American Airlines and they can't even make sure your luggage arrives with you. I'm very disappointed.",,Solo Leisure,Business Class,MIA to YYZ,January 2017,2,2,2,1,1,1,no
